Domaine	Title	Text	Tag	URL
france	CORONAVIRUS : VERS D'INTERMINABLES FILES D'ATTENTE DANS LES AÉROPORTS PARISIENS CET ÉTÉ ?	Il y a six mois jour pour jour, le 3 décembre, Claude Jean-Pierre décédait au CHU de Pointe-à-Pitre. Il y était hospitalisé depuis le jour de son interpellation, le 21 novembre à Deshaies (Guadeloupe), par les gendarmes. Depuis, la famille veut comprendre comment l’intervention des militaires, filmée, a mené à la mort du sexagénaire.	MUSÉE	https://www.cnews.fr/france/2021-05-18/coronavirus-vers-dinterminables-files-dattente-dans-les-aeroports-parisiens-cet
france	NOTRE-DAME DE PARIS : LE PARVIS FERMÉ AU PUBLIC À CAUSE DE TRACES DE «POUSSIÈRES DE PLOMB»	«On ressent toujours de la colère car on pense que ça devrait aller plus vite, a confié à CNEWS Christophe Sinnan-Ragava, le beau-fils de la victime. Après on manque peut-être d’objectivité car on est dans l’émotionnel mais plus ça dure et plus on souffre. Même si on comprend qu’il y a des procédures».	TRAFIC	https://www.cnews.fr/france/2021-05-18/notre-dame-de-paris-le-parvis-ferme-au-public-cause-de-traces-de-poussieres-de
videos	TRAFIC DE CRACK À PARIS : UN «DISPOSITIF PROVISOIRE» POUR ÉLOIGNER LES TOXICOMANES DE LA PLACE STALINGRAD	Cela fait maintenant plusieurs mois qu’en compagnie de Fatia Alcabelard, la fille de Claude Jean-Pierre, ils multiplient les interventions médiatiques et les rassemblements, notamment contre les violences policières, ou même dans l’affaire Marjorie, cette adolescente de 17 ans poignardée à mort à Ivry-sur-Seine (Val-de-Marne), le 14 mai dernier.	MANIFESTATION	https://www.cnews.fr/videos/france/2021-05-18/trafic-de-crack-paris-un-dispositif-provisoire-pour-eloigner-les
france	PARIS : LA BOURSE DE COMMERCE - PINAULT COLLECTION ATTEND DÉSORMAIS SON PUBLIC	Attendu pour le mois de février, le retour de la commission rogatoire est enfin entre les mains des avocats. «Malheureusement, nous ne sommes pas personnellement en possession de ces éléments», a précisé Christophe Sinnan-Ragava. Les proches espèrent savoir «d’ici à la semaine prochaine qui a été interrogé et quels actes ont été rajoutés à cette commission rogatoire».	CORONAVIRUS	https://www.cnews.fr/france/2021-05-18/paris-la-bourse-de-commerce-pinault-collection-attend-desormais-son-public-1082505
france	PARIS : À DEUX JOURS DE LA RÉOUVERTURE DES TERRASSES ÉPHÉMÈRES, LES RIVERAINS S'INQUIÈTENT	La famille, qui «attend clairement que les choses avancent plus rapidement», va enfin savoir si les militaires présents lors de l’interpellation ont été entendus.	ENVIRONNEMENT	https://www.cnews.fr/france/2021-05-17/paris-deux-jours-de-la-reouverture-des-terrasses-ephemeres-les-riverains
france	PARIS : QUEL TEMPS FERA-T-IL POUR LA RÉOUVERTURE DES TERRASSES, LE 19 MAI ?	Un coup de pouce est arrivé la semaine dernière avec la diffusion par Le Média de la vidéo de l’interpellation de l’homme de 67 ans. Celle-ci a de nouveau propulsé l’affaire sur le plan national. Sur la séquence, Claude Jean-Pierre est extrait avec force de son véhicule. Or, selon Le Média, le rapport d’autopsie évoquerait «la luxation de deux cervicales» lors de l’exfiltration de sa voiture.	VACCINATION	https://www.cnews.fr/france/2021-05-14/deconfinement-quel-temps-fera-t-il-paris-pour-la-reouverture-des-terrasses-le-19
france	RÉGIONALES EN ÎLE-DE-FRANCE : LAURENT SAINT-MARTIN AVANCE SON PROGRAMME POUR LES JEUNES	Alors qu’il avait déjà eu accès à la vidéo, Christophe Sinnan-Ragava a, lui, été surpris par cette nouvelle publication : «Ça nous a permis de constater certaines choses. Comme la scène du chapeau. C’est une scène incroyable». Alors que le sexagénaire est inanimé sur le sol, en pleine soleil, un militaire lui place un chapeau sur le visage et le maintient avec son pied.	SEINE-SAINT-DENIS	https://www.cnews.fr/france/2021-05-16/regionales-en-ile-de-france-laurent-saint-martin-avance-son-programme-pour-les
france	ÎLE-DE-FRANCE : QUI POURRA BÉNÉFICIER DE L’AIDE DE 1.000 EUROS POUR AMÉNAGER SA TERRASSE ?	Fatia Alcabelard, elle, «refuse de voir la vidéo». En janvier, elle avait pu la regarder jusqu’à l’interpellation. Beaucoup lui ont parlé de la scène du chapeau. «Je refuse de le savoir», concède-t-elle.	INSÉCURITÉ	https://www.cnews.fr/france/2021-05-16/ile-de-france-qui-pourra-beneficier-de-laide-de-1000-euros-pour-amenager-sa
culture	PARIS : LE THÉÂTRE DE L'ODÉON TOUJOURS OCCUPÉ, MALGRÉ SA RÉOUVERTURE PROCHAINE	Une vidéo dure à regarder mais qui aura au moins permis à l’opinion publique de se rendre compte «que les propos que l’on tenait dès le départ étaient vérifiés, souligne le beau-fils de Claude. Pour nous, c’est important car on a ce souci de transparence dès le départ».	POLITIQUE	https://www.cnews.fr/culture/2021-05-16/paris-le-theatre-de-lodeon-toujours-occupe-malgre-sa-reouverture-prochaine
france	LA MANIFESTATION PRO-PALESTINIENNE À PARIS INTERDITE CE SAMEDI	Seulement, la procédure est longue. Trop longue pour les proches du sexagénaire. Fatia s’étonne que l’enquête dure aussi longtemps avec autant d’éléments sur la table. «On nous a endormi avec pas mal de comptes-rendus médicaux qui pour moi n’ont pas de sens à la vue de la vidéo».	POLITIQUE	https://www.cnews.fr/france/2021-05-14/la-manifestation-pro-palestinienne-paris-interdite-ce-samedi-1081794
france	PARIS : L'ÉLYSÉE ORGANISE UN ÉVÉNEMENT SUR LE CHAMP-DE-MARS SANS AVERTIR RACHIDA DATI	La famille attend maintenant «les résultats de la commission rogatoire. Nos avocats décideront des suites à donner», confient les proches.	INSÉCURITÉ	https://www.cnews.fr/france/2021-05-13/paris-lelysee-organise-un-evenement-sur-le-champ-de-mars-sans-avertir-rachida-dati
france	PARIS : QU'EST-CE QUE LA «ZONE APAISÉE» IMAGINÉE PAR LA MUNICIPALITÉ DANS L'HYPER-CENTRE ?	De son côté, Xavier Sicot, procureur de la République de Basse-Terre, a déclaré lors d’une conférence de presse, suite à la diffusion de la vidéo par Le Média, que «tout est fait pour trouver les éléments de réponse à apporter à la famille : «Cinq mois certes c’est long pour des familles qui attendent des réponses, mais on est sur des investigations qui demandent du temps».	URBANISME	https://www.cnews.fr/france/2021-05-13/paris-quest-ce-que-la-zone-apaisee-imaginee-par-la-municipalite-dans-lhyper-centre
france	RÉGIONALES 2021 : QUI SONT LES CANDIDATS DÉCLARÉS EN ILE-DE-FRANCE ?	Si la famille comprend le délai des procédures, cette conférence a laissé un goût amer. «J’ai eu l’impression que le procès de mon père avait commencé, pas celui sur sa mort, analyse Fatia. Ce qui m’a dérangée, c’est qu’il (le procureur) a beaucoup mis en avant l’état d’ébriété présumé de mon père sans mentionner les actes des gendarmes. C’était le procès de la victime», regrette-t-elle.	TRANSPORTS EN COMMUN	https://www.cnews.fr/france/2021-03-01/regionales-2021-qui-sont-les-candidats-declares-ou-pressentis-en-ile-de-france
france	PARIS : GEOFFROY BOULARD, LE MAIRE DU 17E, CONTINUE SON COMBAT CONTRE LES RATS ET LES PUNAISES DE LIT	A l’approches des élections régionales, de nombreuses personnalités politiques ont demandé publiquement des comptes sur les circonstances de la mort de Claude Jean-Pierre. Un soutien bienvenu pour les proches du défunt, qui acceptent «toute aide qui pourra nous faire avancer dans notre procédure».	STREET ART	https://www.cnews.fr/france/2021-05-12/paris-geoffroy-boulard-le-maire-du-17e-continue-son-combat-contre-les-rats-et-les
france	PARIS : NOUVELLE OPÉRATION COUP DE POING PLACE DE LA RÉPUBLIQUE POUR LOGER DES SANS-ABRI	Durant ces mois de lutte, ils ont également été soutenus par Ramata Dieng ou encore Assa Traoré. «Elle transmet son expérience de son combat, des barrières et des murs rencontrés. Elle sait nous prémunir de ces pièges avec bienveillance et c’est appréciable», salue Fatia.	DÉCONFINEMENT	https://www.cnews.fr/france/2021-05-12/paris-nouvelle-operation-coup-de-poing-place-de-la-republique-pour-loger-des-sans
france	RÉGIONALES : LA CAMPAGNE S'ACCÉLÈRE EN ILE-DE-FRANCE	De précieux conseils afin «d’éviter de tomber dans certains pièges pour rester concentrés sur l’objectif qui est très difficile à atteindre» : faire la lumière sur la mort de son père.	PANDÉMIE	https://www.cnews.fr/france/2021-05-11/regionales-la-campagne-saccelere-en-ile-de-france-1080628
france	MIGRANTS : JULIEN MARION, LE NOUVEAU PRÉFET DÉLÉGUÉ À L'IMMIGRATION A ÉTÉ NOMMÉ	Agressions gratuites, féminicides, policiers attaqués, rixes... Les jours se suivent, la violence aussi. Le sentiment d’insécurité explose en France et les autorités peinent à juguler le phénomène.	POLLUTION	https://www.cnews.fr/france/2021-05-10/migrants-julien-marion-le-nouveau-prefet-delegue-limmigration-ete-nomme-1080212
france	CORONAVIRUS : L'ÉPIDÉMIE RECULE EN ÎLE-DE-FRANCE, 10 JOURS AVANT LA RÉOUVERTURE DES TERRASSES	En déplacement hier dans le Lot, Emmanuel Macron lui-même a estimé que la société était «de plus en plus violente». Très critiqué sur le sujet, le gouvernement tente de réagir, conscient qu’il s’agit là d’un thème prépondérant, à un an de la présidentielle 2022. 	INSÉCURITÉ	https://www.cnews.fr/france/2021-05-10/coronavirus-lepidemie-recule-en-ile-de-france-10-jours-avant-la-reouverture-des
france	PARIS : LA FEMME POMPIER RÉSERVISTE QUI AVAIT SAUVÉ UN HOMME D'UN ARRÊT CARDIAQUE A ÉTÉ RÉCOMPENSÉE	Aux habituels règlements de compte sanglants entre bandes rivales et trafiquants de drogue, les forces de l’ordre voient s’ajouter une violence venant hors des sphères de la délinquance «traditionnelle», pour imprégner la vie quotidienne. A Amiens, samedi dernier, deux restaurateurs se sont ainsi fait passer à tabac par des individus qui venaient de saccager gratuitement leur terrasse.	CULTURE	https://www.cnews.fr/france/2021-05-10/paris-la-femme-pompier-reserviste-qui-avait-sauve-un-homme-dun-arret-cardiaque-ete
france	ÎLE-DE-FRANCE : LE VACCINODROME DE SAINT-QUENTIN-EN-YVELINES FRANCHIT LE CAP DES 100.000 VACCINÉS	A Marseille, un homme se promenant avec sa compagne a été violemment tabassé il y a une semaine, son pronostic vital ayant même été engagé. «Le pire, dans cette histoire, c'est que cette agression a eu lieu sans aucune raison, sans aucun mobile», a décrit sur CNEWS Rudy Manna, secrétaire départemental d’Alliance Police Nationale. «Désormais, la vie humaine ne représente plus rien pour une minorité de voyous, qui considèrent qu'on peut tuer quelqu'un sur des situations totalement gratuites», appuyait Matthieu Valet, du syndicat indépendant des commissaires de police.	CORONAVIRUS	https://www.cnews.fr/france/2021-05-10/ile-de-france-le-vaccinodrome-de-saint-quentin-en-yvelines-franchit-le-cap-des
france	#STALINCRACK : «NOUS AVONS BESOIN DE L'AIDE DE L'ETAT», ESTIME L'ADJOINTE À LA MAIRIE DE PARIS CHARGÉE DE LA SANTÉ	Et si les chiffres viennent contredire l’impression d’une insécurité en hausse (les homicides et les agressions ont diminué en 2020), «l’ultraviolence» des agresseurs propage malgré tout ce sentiment. Sept Français sur dix estiment ainsi que la délinquance a augmenté ces derniers mois, selon un sondage CNEWS paru en avril. D’autant qu’avec les effets néfastes de l’épidémie de Covid-19 (dépressions, pensées suicidaires), des actes d’habitude rares se multiplient. C’est le cas des «forcenés», ces individus armés qui passent soudainement à l’acte puis se cachent (maison, forêt...) dans l’attente d’en découdre avec les forces de l’ordre. Le GIGN a ainsi multiplié par deux les interventions de ce genre depuis le début de l’année.	CORONAVIRUS	https://www.cnews.fr/france/2021-05-07/stalincrack-nous-avons-besoin-de-laide-de-letat-estime-ladjointe-la-mairie-de
france	TOUT SAVOIR SUR LE PREMIER VACCINODROME PARISIEN DE LA PORTE DE VERSAILLES	Certains voient également comme un contrecoup de l’épidémie la forte hausse des violences conjugales. Les terribles féminicides ayant récemment eu lieu à Mérignac, Hayange ou Douai ont d’ailleurs rappelé l’horreur de ce fléau.	POLITIQUE	https://www.cnews.fr/france/2021-05-06/tout-savoir-sur-le-premier-vaccinodrome-parisien-de-la-porte-de-versailles-1078708
france	CORONAVIRUS : LE VACCINODROME DE LA PORTE DE VERSAILLES INAUGURÉ CE MATIN PAR EMMANUEL MACRON	Confronté à cette violence qui se décline sous toutes ses formes, le gouvernement se retrouve face à un défi majeur. A un an de l’élection présidentielle, pour laquelle le thème de l’insécurité s’impose déjà comme central, il doit convaincre de son efficacité. Très critiqué, il a demandé aux forces de l’ordre et à la justice de mettre l’accent sur les violences conjugales et compte sur le Beauvau de la sécurité pour rassurer sur son engagement.	DÉCONFINEMENT	https://www.cnews.fr/france/2021-05-06/coronavirus-le-vaccinodrome-de-la-porte-de-versailles-inaugure-ce-matin-par
idees-sorties	PARIS : LES RÉSERVATIONS SONT OUVERTES POUR SE RENDRE AU NOUVEAU MUSÉE DE LA COLLECTION PINAULT	Ses adversaires politiques de droite, mais aussi certains de gauche, se sont emparés du sujet pour convaincre les futurs électeurs. «Nous ne pouvons pas vivre cerné par la délinquance et dans une telle angoisse», a ainsi résumé Marine Le Pen, quand le communiste Fabien Roussel a affirmé que «(sa) gauche ne sera pas laxiste». 	CORONAVIRUS	https://www.cnews.fr/idees-sorties/2021-05-06/paris-les-reservations-sont-ouvertes-pour-se-rendre-au-nouveau-musee-de-la
france	PARIS : UNE NOUVELLE SALLE DE SHOOT PLACE DES INVALIDES, LE PROJET IMPOSSIBLE ?	Sans grande surprise, les livreurs des plate-formes de livraison – Uber Eats, Deliveroo, Just Eat ou encore Stuart – sont majoritairement de jeunes hommes. C’est en tout cas ce que révèle une étude de l'agence 6T, spécialisée sur la mobilité et les modes de vie, publiée ce jeudi 3 juin.	RASSEMBLEMENT	https://www.cnews.fr/france/2021-05-05/paris-une-nouvelle-salle-de-shoot-place-des-invalides-le-projet-impossible-1078356
france	RÉGIONALES : VALÉRIE PÉCRESSE ENTRE EN CAMPAGNE ET AVANCE SON PROGRAMME ÉCOLOGIQUE	De cette étude réalisée dans le nord-est parisien auprès de 500 livreurs in situ, il ressort que 93 % d’entre eux sont de sexe masculin, âgés de 31 ans en moyenne et installés à Paris (59 %) ou en Seine-Saint-Denis (23 %). Il apparaît également que 38 % d’entre eux n’ont pas de diplôme, mais que certains sont étudiants (18 %) ou exercent un autre métier en parallèle (12 %).	POLITIQUE	https://www.cnews.fr/france/2021-05-04/regionales-valerie-pecresse-entre-en-campagne-et-avance-son-programme-ecologique
france	PARIS : L'AGRESSEUR DE LA FEMME POUSSÉE DANS LES ESCALIERS DU MÉTRO A ÉTÉ EXPULSÉ DE FRANCE	La plupart (80 %) gagnent moins de 1 500 euros par mois grâce à cette activité, exercée en moyenne 5 jours et demi par semaine, 7 heures par jour. Ils réalisent en moyenne 18 courses quotidiennes, et ce, en vélo pour près de la moitié d’entre eux (46 %). Ils sont plus de 65 % à travailler soit pour Deliveroo (34 %), soit pour Uber Eats (31 %).	PARIS	https://www.cnews.fr/france/2021-05-03/paris-lagresseur-de-la-femme-poussee-dans-les-escaliers-du-metro-ete-expulse-de
france	CORONAVIRUS : LE VACCINODROME DE PARIS LA DÉFENSE ARENA OUVRE CE LUNDI 3 MAI	D'ailleurs, seulement 28 % d'entre eux sont salariés, et plus de la moitié (54 %) utilisent le statut d'autoentrepreneurs. Et s’ils sont 30 % à penser qu’ils seront toujours livreurs dans trois mois, plus d’un tiers (37 %) avouent ne pas trouver d’autre travail. 	POLITIQUE	https://www.cnews.fr/france/2021-05-03/coronavirus-le-vaccinodrome-de-paris-la-defense-arena-ouvre-ce-lundi-3-mai-1077414
france	CORONAVIRUS : L’ÎLE-DE-FRANCE EN PASSE DE REVENIR SOUS LA FAMEUSE BARRE DES 400	Et la crise ne les a pas épargné : une grosse moitié (57 %) assure même que celle-ci «a détérioré leurs conditions de travail». Selon le bureau d'études 6T, la crise a en effet «entraîné une diminution du nombre de courses et des revenus pour plus de la moitié des livreurs».	INSALUBRITÉ	https://www.cnews.fr/france/2021-05-02/coronavirus-lile-de-france-en-passe-de-revenir-sous-la-fameuse-barre-des-400
france	PARIS : LES TERRASSES ÉPHÉMÈRES GRATUITES «JUSQU’À LA FIN DE L’ÉTÉ»	Un aller-retour Nice-New York pour seulement 387 euros. Voilà le genre de bons plans désormais accessibles aux voyageurs, selon le comparateur de prix Liligo.	SOCIAL	https://www.cnews.fr/france/2021-05-02/paris-les-terrasses-ephemeres-gratuites-jusqua-la-fin-de-lete-1076964
france	ANNE HIDALGO ANNONCERA «À L'AUTOMNE» SI ELLE CANDIDATE À L'ÉLECTION PRÉSIDENTIELLE	Un tarif extrêmement bas dû aux restrictions imposées par les États-Unis et à l’impact de la crise sanitaire sur le transport aérien. Et cela risque de durer, puisqu’il est d’ores et déjà possible de trouver des billets similaires à 250 euros pour le mois d’octobre. 	POLITIQUE	https://www.cnews.fr/france/2021-05-02/anne-hidalgo-annoncera-lautomne-si-elle-candidate-lelection-presidentielle-1076895
